user_id,gcn2d_x,gcn2d_y,cluster
762,0.6892493,-0.711007,0
767,-0.975176,-0.7204306,1
1605,4.361665,-0.8542988,0
10345,2.016738,-1.231761,0
11364,-1.9180833,-1.4677273,1
13261,-1.1814634,0.5769366,1
13602,-1.9704646,0.15094927,1
48903,2.611815,-1.7751735,0
287713,2.8919153,-1.3352089,0
458173,2.016738,-1.231761,0
582543,4.361665,-0.8542988,0
612473,-6.764984,-0.5212042,1
621573,-3.3039606,0.36144567,1
621713,0.2704745,1.5385966,1
622123,-0.14234966,-0.9615566,1
624413,2.611815,-1.7751735,0
629133,0.2704745,1.5385966,1
640893,-2.3137465,-2.187292,1
654203,2.8919153,-1.3352089,0
683303,4.361665,-0.8542988,0
717313,-3.1721497,1.2176298,1
742143,-10.937285,-0.44284812,1
744903,-1.6819143,1.958271,1
755113,0.70716727,0.710954,0
755991,3.0632672,1.0390321,0
756287,-0.58717436,0.15390363,1
759251,-11.563042,2.2130215,1
763699,0.53640515,0.09989428,0
779609,4.361665,-0.8542988,0
783837,4.361665,-0.8542988,0
784999,-0.31225058,0.66944927,1
786764,-4.1254425,-0.10868836,1
788524,-5.1647377,0.22593413,1
794808,-0.27757716,-0.44298247,1
794815,-2.0559978,0.19755873,1
797835,-2.695608,-1.5736542,1
798401,-1.7133151,0.31332505,1
804295,-1.0022645,-1.0005367,1
807095,-10.097846,1.3243554,1
813286,5.943617,-0.29365405,0
815617,-2.7244158,-0.586731,1
816653,-4.125925,0.87692624,1
817652,-1.6819143,1.958271,1
817685,4.361665,-0.8542988,0
819284,-0.5617076,0.008213456,1
909901,-2.3850057,0.05519804,1
939091,30.944761,-8.334824,0
972651,-5.1840954,0.1633853,1
1004331,-2.1557379,-0.050270323,1
1045751,-1.5138366,2.6062784,1
1068831,-0.7071838,2.4288661,1
1120611,4.361665,-0.8542988,0
1171621,-3.882957,-0.10388269,1
1195441,3.4475865,-1.6606951,0
1222001,-1.7809014,-0.8109551,1
1223101,3.4475865,-1.6606951,0
1235411,-1.1814634,0.5769366,1
1297531,-1.296849,0.37131834,1
1337371,-1.6389815,0.25282413,1
1344951,-7.677659,0.17807859,1
1367531,-4.8079543,-0.38144317,1
1417921,-3.156466,0.68259954,1
1435461,0.6892493,-0.711007,0
1497941,2.8919153,-1.3352089,0
1501751,4.361665,-0.8542988,0
1621271,-2.4910178,-1.8055677,1
1652541,-0.23374897,6.4693756,1
1717291,3.011965,-0.6710584,0
1769551,0.6892493,-0.711007,0
1774231,-0.5197743,3.143756,1
1917731,1.2940065,-0.97414345,0
1947301,-4.7415156,-0.19895768,1
1994321,-0.10241488,0.20840721,1
2032411,-4.317413,-0.6974065,1
2067661,4.361665,-0.8542988,0
2097571,-3.9399796,1.3438053,1
2197351,-2.4306636,-0.6081975,1
2261261,4.361665,-0.8542988,0
2276201,0.2704745,1.5385966,1
2400631,-10.065755,-2.1016634,1
2425151,-2.5988736,1.8646693,1
2425231,4.361665,-0.8542988,0
2467791,-9.570383,0.46145913,1
2569881,-2.3838992,-0.30860826,1
2622551,4.361665,-0.8542988,0
2718501,-3.3203375,-0.034945574,1
2729061,-4.8814497,-0.92849594,1
2735591,-1.8297424,3.1434314,1
2768501,-7.4579415,-1.058365,1
2798701,1.9040543,1.0274748,0
2833551,-2.1800156,-0.1974593,1
2836421,-2.2163491,0.3718139,1
2884771,0.9199121,0.7181081,0
2890961,4.361665,-0.8542988,0
2931551,-1.1884726,0.58212143,1
