user_id,gcn2d_x,gcn2d_y,cluster
762,1.5574001,0.43755087,1
767,1.7714236,-1.2941463,0
1605,-1.9985607,1.3336512,1
13261,-0.27296066,-0.8364609,0
13602,-0.6677447,-1.6287194,0
48903,0.5342381,-2.8886838,0
287713,0.1869576,2.334751,1
458173,-0.27081135,1.5536456,1
582543,-2.5377986,3.309277,1
612473,1.1624513,-7.1060214,0
618353,1.782181,-0.47645947,0
621573,-2.2962487,-6.108841,0
621713,-1.664732,1.4995708,1
622123,0.37798792,-0.5023579,0
624413,-2.5377986,3.309277,1
624453,-2.5377986,3.309277,1
629133,-1.664732,1.4995708,1
640893,-1.9985607,1.3336512,1
654203,-1.6213549,1.0861658,1
657433,0.41734406,0.13119127,0
683303,-2.5377986,3.309277,1
717313,1.5317059,-2.6868212,0
742143,0.41418716,-11.858969,0
755113,0.9793599,1.9480426,1
755991,1.1833965,1.02492,1
756373,0.9793599,1.9480426,1
759251,1.1108613,-8.63938,0
764013,0.7284381,-1.0284741,0
783837,-2.5377986,3.309277,1
786764,-1.3004996,-2.9973176,0
787321,-0.42722508,-2.425475,0
788524,-0.39208645,-3.8192272,0
794808,0.04004319,-0.6743065,0
794815,0.99122673,-2.3731186,0
797835,-0.04784703,-1.3434408,0
797975,-0.682745,-0.68597496,0
804295,-1.9985607,1.3336512,1
807095,0.7242976,-7.743045,0
810424,-0.19045593,-0.9471617,0
813286,-1.9181288,-3.9327712,0
815617,-0.8848472,-3.4363325,0
816653,-0.7326093,-6.231209,0
817685,-2.5377986,3.309277,1
819284,0.10717073,-1.9000713,0
823036,-0.3491004,-1.4796705,0
859081,-1.6213549,1.0861658,1
909901,-0.8113025,-1.6033375,0
939091,19.884811,8.176661,1
972651,-1.1090307,-8.695222,0
1004331,-1.0307692,-2.5547488,0
1044241,1.1014222,0.16043428,1
1120611,-2.5377986,3.309277,1
1171621,-0.32607543,-2.6422298,0
1221471,-2.5377986,3.309277,1
1235411,-0.27296066,-0.8364609,0
1297531,-0.2882478,-4.0631986,0
1337371,-0.4782729,-0.7917035,0
1344951,0.7566629,-8.912458,0
1367531,-1.0684266,-4.2397738,0
1417921,-0.5009927,-4.8579473,0
1435461,1.7644216,-1.3476477,0
1488031,-0.4917698,0.7705402,1
1497941,-1.6213549,1.0861658,1
1501751,-2.5377986,3.309277,1
1621271,0.9494273,0.01947507,0
1652541,2.2631493,-2.366702,0
1716121,0.1869576,2.334751,1
1717291,0.7442945,3.5070221,1
1731811,1.9350866,3.716633,1
1769551,1.5574001,0.43755087,1
1774231,0.05503617,-2.036997,0
1825671,-0.10108133,-2.1166508,0
1917731,4.519065,2.976039,1
1947301,0.6888091,-4.2172246,0
1994321,2.2477643,-0.48771313,0
2032411,0.17090045,-3.927253,0
2067661,-2.5377986,3.309277,1
2097471,-2.5377986,3.309277,1
2097571,3.9484549,2.233253,1
2197351,1.2198303,-1.8285999,0
2207861,-2.5377986,3.309277,1
2261261,-2.5377986,3.309277,1
2276201,-1.664732,1.4995708,1
2400631,-1.4076132,-7.77947,0
2425151,-0.60825515,0.6168073,1
2425231,-2.5377986,3.309277,1
2467791,1.8236132,-8.065052,0
2569881,-0.96465814,-2.7598393,0
2622551,-2.5377986,3.309277,1
2718501,-0.63218313,-3.2792084,0
2735591,-2.5377986,3.309277,1
2768501,-0.5114732,-7.7520785,0
2798701,0.26633057,0.24624453,1
2833551,-0.54154545,-1.2971754,0
2836421,2.5166168,-1.7375199,0
2884771,2.2172148,3.9211152,1
2890961,-1.4129475,-2.7231991,0
2921931,-2.5377986,3.309277,1
2931551,-0.24341357,-0.9049459,0
2992881,-2.5377986,3.309277,1
3058701,0.042165767,0.716217,1
3108351,0.11313215,-6.489862,0
3158131,-0.51633835,-0.46905872,0
3349241,0.4493943,0.19911152,1
3349681,-1.5063988,0.45462325,0
3374231,-2.5377986,3.309277,1
3459051,-4.6904335,-11.139074,0
3497941,-0.496615,-2.083835,0
3554721,0.28417206,-1.343202,0
3711001,-0.5677608,-3.4248517,0
4004901,-2.5377986,3.309277,1
4012161,-1.6882981,-7.2858496,0
4077671,0.84816605,-2.5235088,0
4078421,0.38255304,2.335482,1
4135401,-0.3116,-0.7490297,0
4170491,0.6384546,-2.1510456,0
4218881,0.107683524,-1.6799779,0
4440431,-0.312733,-3.9383314,0
4529151,1.6979092,1.6867537,1
4553061,-0.7945216,-6.115033,0
4755321,-0.29656032,-1.8526762,0
4848301,2.0642877,0.9356248,1
4898091,0.5296644,-5.9161706,0
4906211,-2.3051472,-5.5403438,0
4937061,0.6993075,-1.7069032,0
4969501,-2.5377986,3.309277,1
4970411,0.79779184,-7.5928297,0
5031151,-0.7759159,-4.004855,0
5045421,-1.6992906,-7.976854,0
5120691,-1.1753702,-9.557042,0
5242711,0.2636978,-0.12990688,0
5306652,2.311559,2.1299348,1
5360012,-1.4666895,-5.0571027,0
5383942,-0.976889,-1.297801,0
5392522,2.5058656,-5.573626,0
5468322,0.9793599,1.9480426,1
5474222,0.18160166,-0.25053802,0
5477342,-2.5377986,3.309277,1
5515522,0.38817063,-2.297497,0
5516892,2.7621958,1.83334,1
5526692,-0.10477572,-0.3349037,0
5531162,0.42125446,1.9432193,1
5546982,0.83995813,-2.3910663,0
5560742,-0.09248054,-0.66161746,0
5618162,1.4226792,1.0479869,1
5652692,-1.2177873,-2.7768352,0
5695032,-0.933928,-3.7760026,0
5703342,-0.8839878,-4.5553393,0
5741722,2.3118703,0.3320033,1
5774252,-0.59260535,-3.519898,0
5780202,-0.8146784,-1.2023547,0
5794002,-0.7652829,-0.8316694,0
5820162,-0.59445566,-0.75023353,0
5845492,-2.5377986,3.309277,1
5850542,-0.26032457,-0.84681445,0
5864792,-0.31445825,-1.3278887,0
5907272,1.3471049,-4.246793,0
5981342,2.4362676,3.1550395,1
5988062,-0.3043749,-5.1766534,0
5988592,-2.5377986,3.309277,1
5998492,1.3775,-1.8325961,0
6004542,-0.5317791,-0.794539,0
6044272,-0.11599149,-5.679258,0
6097272,-0.051831592,-1.6108146,0
6103232,-0.29377088,-0.5386829,0
6107302,-0.32085103,-5.3826747,0
6107422,0.69490236,-4.438287,0
6111542,-0.7858127,-2.764839,0
6134682,1.3438036,0.748159,1
6134882,1.1803727,-3.5483615,0
6158872,0.59559745,2.45775,1
6174712,-0.67290145,-0.83056074,0
6266142,0.30871588,-1.3588731,0
6369312,0.057475496,-1.2828081,0
6433472,0.48153493,0.31845537,1
6484742,-0.4917698,0.7705402,1
6568302,-0.5373102,-1.3158238,0
6603142,0.7105697,-2.3101885,0
6628702,0.26463974,-2.2124212,0
6691762,-2.5432546,-7.1484036,0
6842112,0.57227874,-4.0610023,0
6883122,-0.77687436,-0.9717497,0
6994972,-0.27081135,1.5536456,1
6996062,2.837136,4.282222,1
7002512,0.48537374,0.0029860036,0
7005172,-0.80463856,-3.2035825,0
7009202,-0.89648527,-2.403756,0
7015112,-1.664732,1.4995708,1
7055782,-2.5377986,3.309277,1
7101812,-0.8190008,-1.190092,0
7166582,-2.5377986,3.309277,1
7215512,-0.38965294,-6.860344,0
7235612,-0.64560264,-2.5570338,0
7272252,-0.7073117,2.174712,1
7301112,-2.5377986,3.309277,1
7309052,0.0025481053,-4.4239154,0
7377622,-2.5377986,3.309277,1
7401212,1.6237543,1.2521602,1
7419552,0.041199755,-0.18186031,0
7421502,-0.13466747,-1.2077768,0
7424642,-0.23849641,-6.086286,0
7477752,0.075758666,-2.7668836,0
7506382,-0.6323803,-1.1962869,0
7559022,0.99128646,-1.4557668,0
7560472,-2.5377986,3.309277,1
7587032,1.9936924,-8.581761,0
7598552,-2.5377986,3.309277,1
7771262,-0.16440342,-0.43593657,0
7807292,-0.74230784,-2.7999182,0
7847192,1.4875121,-3.8455083,0
7864222,1.9566324,0.12566473,1
7891552,1.0274429,-1.8000408,0
7892372,-0.63310856,-1.4473394,0
7900732,-0.94072795,-3.4694679,0
7950832,-0.3241799,-2.9932482,0
7976822,0.97302943,5.4689317,1
8039552,2.32494,3.439922,1
8096412,-2.5377986,3.309277,1
8112562,-0.4672758,0.7166682,1
8197942,-0.02655279,-4.3057823,0
8198912,-1.6213549,1.0861658,1
8224502,-0.80128735,-4.906582,0
8320832,0.41734406,0.13119127,0
8415732,0.9793599,1.9480426,1
8442372,0.39525658,-2.0291243,0
