user_id,gcn2d_x,gcn2d_y,cluster
762,-0.7668778,-0.34978324,1
767,-0.7668778,-0.34978324,1
10345,-1.3106726,1.9522676,1
11364,-2.0281863,-0.41376695,1
48903,1.5193678,3.8567612,1
612473,4.617742,-2.8348207,0
621573,2.6370687,-1.2152073,0
621713,-3.3168309,1.8539803,1
624413,-1.926787,2.7372496,1
640893,-2.1241035,-0.3589892,1
654203,1.2636505,3.1455147,1
717313,-1.1349437,-5.40594,0
742143,4.6146684,-1.801122,0
744903,-0.13916443,3.1077437,1
756287,-2.1932306,-0.10665947,1
759251,12.712416,-6.63588,0
763699,-3.8480897,1.180922,1
783837,-3.3168309,1.8539803,1
784999,2.6402621,-1.2168949,0
788524,5.4872584,-2.5537446,0
797835,-0.3489613,-0.2324403,1
807095,7.670232,-4.620058,0
813286,-1.4749422,4.346458,1
815617,1.2623268,-1.6995237,0
816653,0.8289236,-5.9089537,0
817652,1.5193173,2.4122508,1
817685,-3.3168309,1.8539803,1
819284,0.13132009,-0.6905456,0
939091,-7.1911945,4.806979,1
972651,2.2236195,-4.9393587,0
1045751,-0.27377558,1.7387426,1
1068831,0.24994296,-3.380808,0
1171621,4.4381194,-2.2482407,0
1195441,1.5193678,3.8567612,1
1222001,-1.8989465,0.06928774,1
1344951,3.143884,-9.189899,0
1367531,3.3656566,-3.4621708,0
1435461,-0.7668778,-0.34978324,1
1501751,-3.3168309,1.8539803,1
1621271,0.28608412,-1.2795222,0
1652541,3.2834685,0.7938784,0
1769551,-0.7668778,-0.34978324,1
1917731,0.5567163,-0.33362153,0
1947301,1.6367934,-4.2261295,0
1994321,1.8208889,-1.9531677,0
2097571,6.948909,-4.18055,0
2261261,-3.3168309,1.8539803,1
2400631,4.754899,-5.4894857,0
2425151,1.9403572,1.9519477,0
2425231,-3.3168309,1.8539803,1
2467791,6.839658,-5.2340794,0
2569881,3.4996648,-1.3052166,0
2718501,3.515174,-1.2707496,0
2729061,0.52488977,-1.3346535,0
2735591,1.5193173,2.4122508,1
2768501,5.283915,-4.70382,0
2798701,-1.2543315,0.65435296,1
2836421,4.144642,-4.4217834,0
2992881,-3.3168309,1.8539803,1
2996801,-3.3168309,1.8539803,1
3108351,5.8863444,-3.9953701,0
3135241,-3.3168309,1.8539803,1
3349681,1.5193173,2.4122508,1
3374231,-3.3168309,1.8539803,1
3459051,25.916435,-8.413535,0
3497941,-5.5355773,2.6452425,1
3533231,2.946639,-0.9767116,0
3554721,2.1830482,-0.8738247,0
3572441,2.833653,-0.71410674,0
3711001,3.5183322,-2.8531077,0
4012161,5.812972,-2.6089597,0
4207961,-0.11770493,-1.2917135,0
4233671,0.5979576,-3.351669,0
4390331,-0.7766131,0.60018975,1
4440431,0.9095977,-3.712481,0
4491811,-3.3168309,1.8539803,1
4556491,2.7087505,-0.7523043,0
4620451,2.3522582,-5.2455535,0
4848301,-1.18237,-0.27215633,1
4898091,4.924374,-3.3081675,0
4906211,-1.8881376,0.30745494,1
4937061,-0.9655768,-1.96011,1
4970411,8.418179,-5.4960155,0
5031151,-0.1444157,0.124718204,1
5045421,10.205576,-4.114974,0
5120691,7.561684,-4.026681,0
5306652,-0.85918427,-0.8482299,1
5360012,0.96917075,-0.95275706,0
5383942,-2.51823,0.66633624,1
5392522,-4.084084,-0.6071356,1
5474222,2.6655767,-0.82957315,0
5477342,2.3992975,-1.2368636,0
5489672,-2.023161,-0.9385673,1
5516892,-0.7672593,0.65100116,1
5618162,-1.2543315,0.65435296,1
5680622,-7.853431,1.8240675,1
5703342,1.3934804,-4.9024687,0
5794002,3.2494345,-1.8160096,0
5820642,-4.4034,1.4913614,1
5839882,4.206353,-2.717583,0
5845492,-3.3168309,1.8539803,1
5850542,-3.3168309,1.8539803,1
5907272,-0.13916443,3.1077437,1
5914172,-3.3168309,1.8539803,1
5988062,6.2542076,-4.113698,0
5998492,0.30735913,-2.9751222,0
6004542,0.5918782,-0.5216838,0
6044272,-2.7645807,-0.030624457,1
6083342,2.769133,-0.9021855,0
6107302,3.2464757,-2.4858878,0
6107422,-1.3649693,-1.8581958,1
6134882,4.0442886,-4.4202757,0
6312402,-3.3168309,1.8539803,1
6433472,1.6747788,-2.1346142,0
6484742,0.39954394,-0.504122,0
6510642,-3.5275586,0.93491524,1
6531902,-1.926787,2.7372496,1
6568302,2.8140116,-1.1110969,0
6597892,-3.3168309,1.8539803,1
6668572,2.59453,-0.74118346,0
6691762,-3.2151446,-3.2750304,1
6996062,-4.3062334,1.2294167,1
7002512,1.0200565,-0.40702417,0
7005172,0.7285652,-2.8869302,0
7009202,2.5923553,-0.63707,0
7101812,1.2636505,3.1455147,1
7155782,-2.521079,1.5852336,1
7166582,-3.3168309,1.8539803,1
7215512,6.3080797,-2.9156904,0
7228682,-3.3168309,1.8539803,1
7228882,-3.3168309,1.8539803,1
7309052,-3.3168309,1.8539803,1
7421502,2.5532994,-0.8305143,0
7424642,3.2597294,-1.5247996,0
7453982,-0.6835154,0.54124135,1
7559022,-3.6628513,1.0466659,1
7587032,6.914044,-4.6737533,0
7598552,-3.3168309,1.8539803,1
7768622,-3.3168309,1.8539803,1
7771262,-0.48408583,-0.19694619,1
7776912,1.5510122,-1.4356661,0
7778772,2.8658104,-1.505737,0
7847192,1.7494928,-9.110222,0
