user_id,gcn2d_x,gcn2d_y,cluster
1688,0.83922726,-2.3210845,1
2654,-0.16734521,-0.28616056,0
3832,1.036838,-3.9601283,1
3840,-3.8206558,-1.1505799,0
11364,-0.75339395,-4.069543,1
12301,-3.130777,-1.0321336,0
12428,2.8874173,2.2100556,0
12917,-2.567792,2.9590597,0
13263,1.2114908,-5.107404,1
20503,-2.4629905,3.6482344,0
66873,2.8874173,2.2100556,0
69053,0.767212,-1.8309124,1
69583,-0.39946032,1.0714672,0
483223,0.45513096,-3.3227608,1
612473,-3.8239233,-4.112178,1
621573,5.1143193,-9.134294,1
622123,-4.7130547,-2.5985045,1
624413,-4.9973173,-3.33952,1
629133,2.8874173,2.2100556,0
635553,-2.827158,1.3933089,0
640893,-3.873271,-0.10206718,0
659883,0.8312853,-2.000032,1
668563,-0.38540155,1.0253795,0
670693,-3.3722901,-2.6159432,1
690293,-1.8743312,1.9693497,0
715283,-1.0347776,1.4389468,0
717313,-0.95925087,-6.4351993,1
742143,3.2594552,-12.366773,1
743203,2.937934,-5.161517,1
744453,2.8874173,2.2100556,0
744903,1.331337,-4.3483915,1
754864,-4.715555,-2.7625222,1
755991,0.6144995,-1.9812856,1
759126,-2.9830294,-2.202985,1
759251,3.3560004,-11.125995,1
759869,-0.4056871,0.95681816,0
779609,2.8874173,2.2100556,0
785691,-2.9472623,-2.7098074,1
786764,2.3669786,-5.682063,1
788524,3.8967354,-7.7602067,1
793517,2.8874173,2.2100556,0
797835,0.06154043,-2.381414,1
797975,1.367305,-3.5598173,1
806383,0.017243717,-2.4277022,1
807095,0.90905696,-4.798354,1
810424,0.99249035,-3.6283636,1
813286,-1.3623036,-6.9206724,1
817652,2.8874173,2.2100556,0
819284,2.8874173,2.2100556,0
873201,-3.3178623,1.3969406,0
909901,-2.1141667,1.2917161,0
939091,4.160916,-12.667041,1
950531,-0.5549547,-4.237491,1
972651,2.2323852,-7.927226,1
1033841,2.8874173,2.2100556,0
1044241,0.760651,-10.563396,1
1171621,1.3847929,-3.3140185,1
1223101,2.8874173,2.2100556,0
1286821,-2.6638103,0.16900882,0
1344951,3.1077647,-9.883019,1
1367531,-5.370463,5.5988536,0
1417251,2.8874173,2.2100556,0
1435461,2.4013462,-7.049165,1
1473431,2.8874173,2.2100556,0
1621271,2.8874173,2.2100556,0
1652541,2.3890913,-11.4741,1
1709921,-3.2652817,0.5130159,0
1781551,-1.7030623,0.24301077,0
1797991,-3.899099,1.2026918,0
1815191,-1.9048033,3.0600548,0
1877831,-0.2958601,-0.36667863,0
1917731,1.8589939,-7.3387175,1
1947301,2.141223,-6.4934483,1
2012751,-4.362423,1.321589,0
2032411,2.8403702,-7.1024675,1
2063181,-0.095333494,-1.126787,1
2207861,2.8874173,2.2100556,0
2224271,0.56951845,-3.335716,1
2258911,-4.1106834,-0.52008134,0
2276201,-2.3673143,-1.745862,1
2315131,-3.4136758,4.423645,0
2400631,-7.261213,-3.5492854,1
2445481,2.8874173,2.2100556,0
2467791,3.2332623,-13.322924,1
2718501,0.88921994,-2.972228,1
2729061,-0.8289567,-2.8322895,1
2735591,-1.7167372,0.38970304,0
2753341,-3.9147027,-0.5980111,0
2768501,3.0556982,-11.118712,1
2836421,0.96128243,-4.3835354,1
2884771,1.1189808,-5.647135,1
2986671,0.6448882,-1.561281,1
2996801,-3.635484,-1.4181036,0
3058701,0.7494002,-2.0319943,1
3062691,0.767212,-1.8309124,1
3108351,2.111217,-6.0684867,1
3135241,-0.33690265,-1.3235073,1
3158131,2.5685592,1.0090667,0
3291691,2.8874173,2.2100556,0
3303801,-1.1376286,-0.6503499,0
3459051,9.255633,-21.568575,1
3533231,0.14089312,-1.6192348,1
3554911,-2.6638103,0.16900882,0
3557331,2.5685592,1.0090667,0
3572441,0.8683712,-2.0841434,1
3630501,-4.589012,-1.4516224,0
3711001,2.9599826,-6.953344,1
3925681,-0.39961147,-4.269526,1
3934221,-0.097554736,-3.6960156,1
3941241,-0.39961147,-4.269526,1
3942881,-0.39961147,-4.269526,1
3943871,-0.39115667,-4.243699,1
4012161,3.2624674,-10.729479,1
4039221,-3.030918,4.4008274,0
4077671,0.07829465,-1.7581851,1
4147471,0.8004322,-1.5452225,1
4214321,-0.037887286,-0.501505,0
4218881,1.0823233,-3.023568,1
4491811,-1.1442559,-0.5962139,0
4755321,1.0167872,-2.6187425,1
4848301,2.8874173,2.2100556,0
4893771,-2.6144404,3.8572643,0
4898091,2.4120393,-5.910495,1
4902991,-0.2958601,-0.36667863,0
4906211,-1.6351013,-1.6762124,1
4937061,-1.5174996,-3.1872113,1
4937571,0.978712,-2.9699082,1
4970411,3.4201052,-11.42971,1
5031151,3.3363986,-9.062944,1
5045421,-0.7851535,-2.5877051,1
5120691,-3.4678216,-2.4667447,1
5149711,1.2349694,-4.46412,1
5160461,-3.8679042,3.5422094,0
5360012,1.8306046,-6.8728743,1
5392522,0.049173698,-6.2535663,1
5411042,-0.43946013,-2.5998876,1
5474222,2.8874173,2.2100556,0
5477342,-0.111564405,-1.4925256,1
5526692,0.8186698,-2.1033,1
5618162,0.41061974,-2.0128653,1
5647632,-1.0347776,1.4389468,0
5652692,2.8874173,2.2100556,0
5663192,2.8874173,2.2100556,0
5676952,1.7484055,-3.3972735,1
5680622,-8.119363,-1.4501193,0
5694822,-1.8575925,-0.5748343,0
5695032,2.0042477,-4.5277905,1
5718732,2.8874173,2.2100556,0
5741722,-1.0273465,-2.9378583,1
5763262,-3.1170611,-0.11382152,0
5774252,1.873672,-4.350273,1
5794002,0.061907332,-1.2050818,1
5801472,-2.3534746,2.9056268,0
5839882,0.7357016,-3.1448245,1
5850542,1.2353672,-3.0682058,1
5864792,0.964679,-1.7360291,1
5880102,-0.78473765,-1.245828,1
5907272,-0.055790823,-1.3744016,1
5959342,1.2607809,-2.9929013,1
5977822,-2.6638103,0.16900882,0
5988062,4.751504,-13.549966,1
6004542,0.42100862,-1.6813812,1
6013662,0.45610613,-1.5333695,1
6021882,1.1322213,-2.4520397,1
6027752,2.5685592,1.0090667,0
6035812,2.8874173,2.2100556,0
6039302,2.8874173,2.2100556,0
6065452,1.4088814,-4.5632324,1
6073052,-3.5519807,-1.8149421,1
6083342,1.04064,-2.5574229,1
6092972,0.06716624,-1.156728,1
6097272,1.5025373,-3.231071,1
6107302,1.4030712,-5.6662245,1
6107392,1.405079,-2.3995264,1
6107422,-5.0256753,-0.26651162,0
6134882,3.1350317,1.2237872,0
6246462,-1.3110695,-2.7791934,1
6266142,0.65818137,-1.5609343,1
6397742,-1.7870557,1.3245647,0
6425602,-0.38540155,1.0253795,0
6433472,-5.4055924,-2.2754319,1
6451342,-0.9114831,0.94838715,0
6484742,-0.15573005,-0.005632071,0
6531902,-3.3015177,-5.4455843,1
6567962,0.56352115,-1.4336842,1
6576492,2.8874173,2.2100556,0
6628702,-0.9949108,-1.5632644,1
6634632,-2.3251529,-0.61803263,0
6653022,-0.75640756,-3.576137,1
6692952,1.0213038,-2.3910127,1
6753242,2.5685592,1.0090667,0
6794502,-1.0969739,-2.0332398,1
6811252,2.8874173,2.2100556,0
6825792,2.8874173,2.2100556,0
6829962,2.8874173,2.2100556,0
6842112,-1.4092605,-1.8634698,1
6843302,2.8874173,2.2100556,0
6844342,2.8874173,2.2100556,0
6862572,-3.3025494,-0.96695346,0
6965382,-0.8433135,-2.2922113,1
6996062,-1.8743312,1.9693497,0
7002512,-0.16264173,-0.30791074,0
7005172,0.57138586,-5.368586,1
7009202,2.4114408,-6.3677983,1
7010872,2.8874173,2.2100556,0
7042572,0.5525276,-1.5808791,1
7044082,0.7330536,-5.9356666,1
7079422,-2.6061063,-2.4154525,1
7101812,-0.058838207,-0.4646816,0
7155412,-0.82995087,0.57502323,0
7177512,0.4371942,-2.2108912,1
7215512,2.0964022,-7.2418675,1
7227662,-1.0659146,2.3305264,0
7228682,-1.8530769,1.9077168,0
7230172,0.63513964,-2.0466256,1
7235452,2.8874173,2.2100556,0
7265112,-3.2601168,-1.7689894,1
7280572,2.8874173,2.2100556,0
7309052,2.8874173,2.2100556,0
7334062,2.8874173,2.2100556,0
7339572,0.605117,-1.2535176,1
7345142,-0.42994446,-4.7194495,1
7383122,-1.4775972,0.9814641,0
7401212,-1.2397032,1.8346887,0
7409662,-2.6904979,-1.8763313,1
7421502,0.46312392,-2.0834212,1
7424492,-0.029014286,-2.150154,1
7424642,2.7238073,-7.688256,1
7429102,2.8874173,2.2100556,0
7431372,-5.441302,-0.32669017,0
7470612,-1.8561122,-2.5261316,1
7480172,2.8874173,2.2100556,0
7587032,-1.8893116,-5.5905533,1
7593662,1.1310827,-2.3753748,1
7595102,-5.0571837,1.7118087,0
7610172,0.22277369,-1.7749138,1
