user_id,original_author,nb_retweeted
2986,963157886,2
3634,366208117,2
13621,818340,2
48903,1006419421244678144,2
69053,230014111,2
69053,718564180094283776,2
476083,861474256386875392,2
633973,1006419421244678144,2
657433,380956211,2
685063,1717291,3
726393,486864604,2
759869,17471979,2
784851,1359581713198960647,2
788117,2474749586,2
797206,90565865,3
797835,237244779,2
797975,938786421661368320,2
797975,1066521202519416833,2
801428,2355243272,2
819284,1184567296045518849,2
851211,2435948240,2
859081,95275969,2
879881,133880286,2
909901,1330461936257957888,2
953491,24793496,3
1169321,19055698,2
1171621,15978689,2
1171621,246980471,2
1171621,290180065,2
1171621,401775393,3
1171621,420100653,12
1171621,1412646787,2
1171621,3352886781,2
1171621,1006419421244678144,3
1235411,19055698,2
1337371,2155641480,3
1417921,125217296,2
1464721,14124059,2
1759181,2474749586,2
2063181,2474749586,2
2224271,53435986,2
2354881,18026912,2
3058701,89742111,2
3058701,154041734,2
3337941,1403785571655426049,2
3393781,2355243272,2
3459051,5360012,2
3459051,17062028,2
3533231,2806327012,2
3778501,2355243272,2
4030991,3459051,4
4049531,2355243272,2
4135401,956250134786002944,3
4204551,3015267778,2
4500691,455882215,3
4562891,159955958,2
4937061,16931273,2
5041531,28587768,2
5074681,792091207140716544,2
5409972,449600949,2
5477342,14106829,2
5489672,1389163964802772997,2
5602932,1403785571655426049,2
5618162,19706851,3
5652692,1416946780239974400,2
5662292,18989002,4
5774252,799617770,2
5774252,1089151295397621760,2
5780702,303955090,2
5794002,21150492,2
5794002,123504748,2
5794002,1095447770104766464,4
5794002,1148614192116719616,3
5820162,1060632416434434049,2
5850542,34317032,2
5850542,1154100895,2
5864792,2184934963,2
5928592,84035041,2
5952352,241358948,2
6004542,21150492,2
6035812,1156673996101865472,3
6073052,1161156626671423488,2
6102652,36511031,2
6107302,1652541,3
6107302,15110431,4
6107302,15808647,2
6107302,121597316,3
6107392,575211694,2
6278942,98047213,2
6315402,84035041,2
6451342,2865010623,2
6482562,217071937,2
6529442,800285348261556224,2
6568302,420100653,2
6603142,1422869367163953154,3
6643502,3459051,2
6684492,1344951,2
6700382,35749264,2
6892002,30299914,2
6972082,18146220,2
7005172,14321959,2
7005172,1051770919,2
7005172,956250134786002944,2
7005172,994600058879430656,2
7005172,1471574049205723140,2
7215512,456864723,4
7215512,911952186208342016,2
7298642,14159148,2
7318362,84035041,2
7318362,1006419421244678144,4
7401212,2474749586,2
7403642,2474749586,2
7421502,75742264,3
7560472,21956594,2
7560472,299103961,2
7560472,1436485614841462784,3
7560472,1453414352594391052,2
7720082,2355243272,2
7720142,18795726,2
7720992,2729061,2
7744362,96906231,2
7771262,1017403437510680580,2
7776912,19706851,4
7778772,390842981,7
7807292,2882171558,2
7892372,864030687120281602,2
7922582,41618221,2
7922582,55323056,3
7950832,14303901,2
7950832,84035041,2
8036392,19610051,2
8112562,707231479047315456,2
8323982,2355243272,2
8342752,232869373,2
8593912,75742264,2
8619542,797593573,2
8731312,408068123,2
8876152,25081451,2
8883702,14293310,2
8932752,211953429,2
8954232,15305044,2
9013682,19055698,2
9013682,123231225,3
9063952,1006419421244678144,2
9177322,19055698,2
9309912,159955958,2
9429962,3459051,2
9429962,15088481,4
9429962,950477244,2
9429962,783719151684685824,3
9533222,19673205,4
9544952,85197805,5
9544952,425424420,3
9544952,1876350554,2
9544952,1268262690851401729,2
9627102,19307731,2
9651842,34354772,2
9654302,32887168,7
9798822,2355243272,2
9843732,2474749586,2
9898272,34317032,3
9898272,140252240,2
9933702,1412646787,14
9954982,807095,2
10001212,2355243272,2
10040232,16336224,2
10104902,826261914,2
10104902,1082428918924070913,3
10104902,1237612672373248000,2
10125142,95092020,3
10125142,826261914,2
10284332,14106829,2
10292482,32913997,2
10294982,44513878,2
10294982,456865788,2
10388412,123504748,4
10469882,1006419421244678144,2
10621932,826261914,2
10695762,232869373,2
10710802,260478229,2
10720882,956250134786002944,2
10753312,602065304,2
10839562,451869617,2
10847962,65260792,4
10878852,1419586694,3
10902262,276713213,2
10957732,87711945,3
10964512,1089121839685742593,2
11123822,17471979,2
11252962,84035041,2
11273092,2355243272,2
11325152,35692915,2
11347122,38349184,3
11402552,25081451,2
11402552,380956211,5
11457312,2355243272,2
11551482,1018425398869282817,3
11607202,246980471,2
11634432,95869752,3
11719342,950477244,2
11719342,2184934963,4
11719342,956250134786002944,2
11782232,2474749586,9
11864172,250972325,2
11946722,19706851,2
11999982,2355243272,2
12053732,601270308,2
12253512,1193633291506724864,2
12377472,361423497,4
12469012,1076842699,4
12503802,606628732,2
12585192,4786030167,2
12594872,205193523,2
12780182,16438248,2
12794362,1652541,2
12794772,75742264,2
12886962,442486808,2
12988052,112475924,2
13000872,51052101,2
13059532,344395626,2
13065342,116871537,3
13065342,344395626,2
13065342,600525740,2
13065342,793661894,3
13065342,4018156731,3
13065342,1109585840559144961,4
13112862,16958346,2
13133302,1006419421244678144,2
13160702,14852707,2
13165482,522593098,2
