Id,Label,nb_retweets,nb_retweeted,modularity_class,pageranks,Modularity Class_08,Modularity Class_10-selected
246560945,,227,2686,4,0.000443,7,4
72103163,,187,597,4,0.000391,6,4
456864723,,54,1729,4,0.000296,6,4
1362819781821407240,,165,1929,4,0.000298,7,4
19055698,,180,10677,4,0.000787,8,4
121544946,,144,1926,4,0.000426,8,4
1164999673444278272,,234,1704,4,0.000452,8,4
2187906247,,181,2158,4,0.000307,8,4
79749258,,80,11347,4,0.000696,7,4
22140392,,355,8447,4,0.00105,8,4
526871737,,524,6243,4,0.0009,6,4
36959762,,809,5455,4,0.000947,6,4
917421961,,61,5360,4,0.000519,8,4
181912222,,242,4265,4,0.000717,6,4
15129265,,297,5166,4,0.000736,8,4
195419597,,50,3888,4,0.000458,6,4
1349588593,,207,415,4,0.000292,8,4
2339508611,,443,410,4,0.00036,6,4
2821132277,,36,2516,4,0.000391,6,4
101081754,,224,1340,4,0.000417,6,4
76849994,,372,1426,4,0.0003,6,4
15762575,,246,1127,4,0.000337,6,4
635750362,,1449,420,4,0.001212,4,4
89711639,,537,5420,4,0.000747,6,4
290180065,,397,7737,4,0.000992,7,4
279614869,,396,789,4,0.000405,6,4
2555654275,,14,3830,4,0.000532,8,4
451869617,,345,387,4,0.00034,4,4
16664681,,275,9937,4,0.000465,8,4
419849905,,35,5760,4,0.000309,10,4
390842981,,355,6795,4,0.000823,8,4
780659479142555648,,142,1608,4,0.000438,8,4
28585356,,325,1882,4,0.000401,8,4
1345940180,,328,634,4,0.000885,10,4
2188359224,,145,359,4,0.00034,8,4
334385278,,22,7209,4,0.00057,8,4
1032144685995679744,,592,1061,4,0.000543,7,4
88295399,,413,1099,4,0.000361,4,4
755057897583804416,,74,6529,4,0.000297,10,4
1044241,,144,849,4,0.000413,8,4
637196658,,105,6291,4,0.000817,8,4
191074329,,112,4401,4,0.000379,8,4
1193633291506724864,,234,793,4,0.000438,8,4
62648354,,109,1547,4,0.000379,8,4
3119877934,,193,889,4,0.000486,8,4
19077091,,90,1204,4,0.000299,3,4
1331131912828694530,,140,309,0,0.000483,9,0
859888544,,262,556,0,0.000614,9,0
24782816,,684,446,0,0.001778,9,0
1334087830033870849,,96,368,0,0.000424,9,0
1407043629290463232,,204,600,0,0.000572,9,0
1387054363948982275,,78,809,0,0.000309,9,0
1161279340216225792,,498,620,0,0.001459,9,0
708083649078501376,,129,515,0,0.000434,9,0
1095447770104766464,,386,1525,0,0.000513,9,0
570816898,,1266,858,0,0.003302,9,0
1066526801394978817,,2624,706,0,0.005548,9,0
1207848809004445698,,154,751,0,0.000564,9,0
1302564566472306689,,59,566,0,0.000291,9,0
3010165940,,577,628,0,0.001612,9,0
4854480705,,106,1058,0,0.000404,9,0
906933410,,911,843,0,0.00256,9,0
811826520,,540,883,0,0.001606,9,0
1209429117227163651,,56,565,0,0.000373,9,0
1138456620206305283,,115,902,0,0.000326,9,0
128633483,,866,1439,0,0.002126,9,0
270327100,,83,1081,0,0.000399,9,0
96642023,,141,1802,0,0.000479,9,0
1017165714,,6,1475,0,0.00041,9,0
1307316299467567106,,635,2273,0,0.001427,9,0
154041734,,134,1475,0,0.000675,9,0
1183503749660205056,,4272,2773,0,0.003478,9,0
89165845,,422,2030,0,0.001023,9,0
15063486,,232,1852,0,0.000786,9,0
1388148914,,192,2258,0,0.000717,9,0
993197738081898497,,69,2781,0,0.000596,9,0
25882911,,137,3275,0,0.000514,9,0
23023227,,502,2674,0,0.000752,9,0
23660505,,203,3609,0,0.000941,9,0
54399803,,49,3022,0,0.000613,9,0
632817143,,47,3303,0,0.000447,9,0
108882900,,287,2786,0,0.000834,9,0
69557688,,96,3431,0,0.000617,9,0
1004694289,FriendsOScience,2431,4261,0,0.005169,9,0
18465455,,51,4175,0,0.000589,9,0
1896473412,,56,3848,0,0.000548,9,0
1089405460929806336,,,,0,0.001679,9,0
792091207140716544,,693,4669,0,0.001992,9,0
39002335,,104,4042,0,0.000411,9,0
40316065,,128,3942,0,0.000529,9,0
38885578,,921,5014,0,0.002631,9,0
71869296,wattsupwiththat,9,8829,0,0.001296,9,0
1060632416434434049,,114,7579,0,0.001244,9,0
493678717,,84,6711,0,0.001105,9,0
20654613,,216,8031,0,0.000768,9,0
28381177,,1398,8815,0,0.003673,9,0
1425827864369266818,DavidBellamyUK,371,7802,0,0.001093,9,0
149346219,,30,9096,0,0.000806,9,0
1324336290159071232,,185,7101,0,0.000448,9,0
1090739797386117121,DawnTJ90,1834,16889,0,0.00209,9,0
1081945529112821762,,1296,12114,0,0.002805,9,0
21201150,,7,7989,0,0.000546,9,0
2784228956,,176,14809,0,0.002629,9,0
1213227521392558080,benshapiro,64,8037,0,0.000268,9,0
1193823126309818368,,46,9136,0,0.000503,9,0
18080108,tan123,4057,23272,0,0.011431,9,0
112684779,,265,10175,0,0.000742,9,0
1018425398869282817,Electroversenet,523,19026,0,0.000945,9,0
26036200,ClimateRealists,1891,18404,0,0.004286,9,0
1339166129110065152,,,,0,0.000783,9,0
435704007,,466,26444,0,0.002038,9,0
18856867,zerohedge,8,16716,0,0.000413,9,0
98583506,,33,35030,0,0.001276,9,0
32913997,AlexEpstein,95,25525,0,0.001798,9,0
1392956425,EcoSenseNow,,,0,0.001577,9,0
1063839405977337856,sophielouisecc,90,33720,0,0.000609,9,0
4914384040,,,,0,0.000873,9,0
18809812,FreeSpeechUnion,37,48141,0,0.001269,9,0
95869752,,206,60837,0,0.003412,9,0
21150492,JunkScience,59,121207,0,0.007876,9,0
123504748,PeterDClack,21,390707,0,0.010777,9,0
707231479047315456,PeterSweden7,65,417081,0,0.003776,9,0
1097317622511742976,,127,457,0,0.000637,9,0
15455253,,69,961,0,0.000385,9,0
1245497034565615616,,96,7575,0,0.000274,9,0
1029096279685648385,,82,1475,0,0.000567,9,0
21651982,,366,2364,0,0.001814,9,0
1009560837734846464,,91,2328,0,0.000358,9,0
1263604554110832645,,121,3817,0,0.000622,9,0
1476149306549837831,,352,4350,0,0.000517,9,0
2417586104,,31,873,0,0.000277,9,0
1026576700610621441,,11,6907,0,0.000364,9,0
457984599,,,,0,0.000292,9,0
2449913803,,127,19785,0,0.000855,9,0
91882544,,74,24927,0,0.000342,9,0
18089606,,69,33198,0,0.000735,9,0
15392486,,,,0,0.000526,9,0
34367582,,49,32756,0,0.00042,9,0
1043185714437992449,catturd2,39,147821,0,0.001568,9,0
5360012,,100,5963,4,0.000451,3,4
956494460166184966,,640,955,4,0.000392,4,4
1160263164078022656,,2753,8568,4,0.000699,7,4
266816841,,,,0,0.000267,9,0
1257290297245040640,,181,389,0,0.000818,9,0
1275034244532834306,,115,591,0,0.000521,9,0
901386473815121920,,154,777,0,0.000738,9,0
4296903437,,74,923,0,0.000435,9,0
734703626099232768,,47,5100,0,0.000276,9,0
1264950281181200388,,6,3035,0,0.000277,9,0
2383882980,,71,1052,0,0.000345,9,0
29803968,,74,1139,0,0.000467,9,0
88006261,,57,1561,0,0.000278,9,0
1731218809,,35,899,0,0.00028,9,0
1247050305273028609,,10,1221,0,0.000278,9,0
555370896,,117,6328,0,0.00047,9,0
241534687,,151,10797,0,0.000289,9,0
4691437897,,12,9299,0,0.000286,9,0
1109532876310302721,,62,10312,0,0.000731,9,0
1405891283613327366,,80,404,0,0.00028,9,0
1187835922118787073,,10,21387,0,0.000418,9,0
1430497892314218502,Russia Prop ?,11,17969,0,0.000471,9,0
18643437,,12,23906,0,0.000665,9,0
20675681,,29,49717,0,0.000791,9,0
755135678422327296,Climate denialists,28,90221,0,0.001342,9,0
801203059359678464,DrEliDavid,63,85602,0,0.001255,9,0
608310777,,60,5877,4,0.000425,10,4
1317125122042388485,,109,1983,4,0.000429,2,4
857609227782717440,,188,458,4,0.000341,2,4
1170057716167008256,,42,2996,4,0.000285,2,4
1310386555463196673,,225,322,4,0.00029,7,4
86321285,,93,574,0,0.000328,9,0
2853461537,,57,8250,0,0.000277,9,0
1200326345680539649,,1111,722,0,0.00093,9,0
381809023,,124,414,0,0.000369,9,0
1059245614221783041,,,,0,0.000311,9,0
1014798415991959552,,434,711,0,0.000521,9,0
25805685,,274,1042,0,0.001025,9,0
421299640,,39,5052,0,0.00033,9,0
49616509,,113,593,0,0.00027,9,0
2474749586,ShellenbergerMD,53,68219,0,0.002612,9,0
330779576,,227,1140,4,0.000398,8,4
1170643681923207173,,532,1552,4,0.000697,4,4
34888595,,643,2183,4,0.000524,4,4
1081287427937968128,,154,2180,4,0.000321,4,4
1618691779,,179,2787,4,0.000475,8,4
223264842,,178,687,4,0.000304,4,4
329628561,,258,3840,4,0.00033,6,4
1311983152643137537,,1145,3775,4,0.001336,8,4
229016226,,676,4102,4,0.00118,8,4
1655155986,,135,3958,4,0.000517,8,4
319268829,,538,976,4,0.000287,8,4
813477602,,403,3221,4,0.000477,8,4
392297951,,1716,908,4,0.001311,4,4
17645466,,246,1106,4,0.000369,8,4
367132858,,126,3151,4,0.000365,6,4
48459553,,10,4171,0,0.00031,9,0
1163992520252153857,,,,0,0.000501,12,0
1242110566841417731,,17,2655,0,0.000284,12,0
321954654,,98,15479,0,0.000905,9,0
1355721251180961792,GuntherEagleman,132,48574,0,0.000491,12,0
14632294,,411,858,4,0.00063,8,4
166751745,,200,796,0,0.000877,9,0
958192618940252160,,2,53639,0,0.001054,9,0
1435139941458010118,,269,439,0,0.00098,9,0
1433560725562159110,,108,388,0,0.000534,9,0
888912668,,289,654,0,0.000504,9,0
2525149488,,160,514,0,0.000607,9,0
2263235551,,366,700,0,0.001183,9,0
1490041951369973771,,97,650,0,0.000479,9,0
1222987219528384513,,14,1387,0,0.000316,9,0
2915954031,,1005,664,0,0.002571,9,0
1237258822965575680,,219,1024,0,0.000797,9,0
1079048176462512129,,117,954,0,0.000403,9,0
79745758,,122,996,0,0.0005,9,0
1250570398971953152,,322,798,0,0.000922,9,0
1008103433822351360,,178,1227,0,0.000611,9,0
73299652,,5,7736,0,0.000262,9,0
1314418472399462400,,87,1786,0,0.000515,9,0
261001666,,71,1852,0,0.000324,9,0
232519990,,49,2637,0,0.000415,9,0
25235151,,57,1381,0,0.000295,9,0
1171095411307753472,,209,2322,0,0.000334,9,0
1175566295741321216,,309,3967,0,0.000764,9,0
3194464862,,14,3671,0,0.000443,9,0
882723243379093506,Canadian denialist,244,3293,0,0.001025,9,0
618625439,,31,2781,0,0.000364,9,0
23608974,,430,3963,0,0.001324,9,0
16834659,,,,0,0.000428,9,0
922145728960512000,,,,0,0.000353,9,0
3664109892,,28,5940,0,0.000437,9,0
2926136996,,221,9258,0,0.000984,9,0
23865085,,12,5485,0,0.000375,9,0
809310522,,,,0,0.000262,9,0
1195329078758391808,,68,14821,0,0.000403,9,0
242827267,,,,0,0.000676,9,0
16106584,,15,11555,0,0.000384,9,0
255340030,,90,28043,0,0.002254,9,0
961134787,TheRealKeean,29,40221,0,0.000616,9,0
948029268,,33,2843,4,0.00031,7,4
1198690393,,285,233,4,0.0004,3,4
1285205783702122497,,543,671,4,0.000458,4,4
845218206750949376,,1071,530,0,0.003515,9,0
1519692789537067008,,223,581,0,0.000938,9,0
1551015498636070912,,99,611,0,0.000399,9,0
1366565625401909249,,,,0,0.000275,9,0
2904009019,,21,2857,0,0.000345,9,0
1412196388796960776,,83,4732,0,0.000375,9,0
762470063261704192,,,,0,0.000443,9,0
1552067520575799298,,70,8721,0,0.000299,9,0
1171793868,,56,981,0,0.000281,9,0
1430211561491206147,MattH_4America,134,36247,0,0.001093,9,0
855483824351924224,suspended,15,51697,0,0.00113,9,0
1310449270789726208,,704,927,4,0.000563,2,4
198179597,,244,1752,0,0.000283,9,0
975200486,,,,0,0.000279,9,0
826261914,,54,4129,0,0.000453,9,0
879548970082721792,,38,5467,0,0.000291,9,0
4136642352,,41,1547,0,0.000269,9,0
34082620,,,,0,0.000451,9,0
1199371533900222465,,239,2409,4,0.000549,7,4
1401251521820516354,,276,879,4,0.000356,6,4
1199101727703744512,,957,1199,4,0.000914,8,4
1227611320339619840,,486,675,4,0.000437,4,4
1072573776129392640,,169,549,4,0.000304,4,4
4329928102,,1827,608,4,0.001943,7,4
1062775113622454278,,426,535,4,0.000407,4,4
385521385,,246,437,4,0.000335,7,4
1052200456255143936,,240,735,4,0.000299,7,4
33529092,,62,308,0,0.000285,12,0
1491227330781536260,,150,301,0,0.000436,12,0
1527223403920232448,,200,404,0,0.00051,12,0
1243587170683596801,,227,378,0,0.00068,12,0
1557864522555203590,,73,557,0,0.000294,12,0
1524890440952172545,,45,496,0,0.000264,12,0
1518703170700075009,,206,483,0,0.000397,12,0
1492490213708476420,,133,633,0,0.000353,12,0
1416841321084563462,,216,979,0,0.000411,12,0
1398009863595245577,,76,642,0,0.000333,12,0
1560341081576939524,DefiyantlyFree,224,1105,0,0.000614,12,0
1499860649232551942,,239,1415,0,0.000744,12,0
1447742440291504128,,486,1211,0,0.001598,12,0
1537225604554031104,,103,1012,0,0.000366,12,0
1518027433336737792,,218,1249,0,0.000413,12,0
1504944627522195460,,326,2996,0,0.000801,12,0
2730264319,,85,17973,0,0.000615,12,0
10774652,,21,2321,0,0.000279,12,0
2990342093,,92,235,0,0.000339,12,0
1297199874363076613,,198,297,0,0.000469,12,0
999069148872429570,,142,371,0,0.000466,12,0
1545523991217147907,,246,388,0,0.000477,12,0
635928417,,376,290,0,0.000825,12,0
4470351255,,325,300,0,0.000593,12,0
1511210025955561479,,192,621,0,0.000447,12,0
16124531,,13,562,0,0.000343,12,0
958958453480968192,,218,622,0,0.000429,12,0
1491966434875949058,,146,463,0,0.000429,12,0
3812437692,,311,1131,0,0.000809,12,0
267595237,,375,590,0,0.000774,12,0
1399890773894742017,,359,596,0,0.000806,12,0
1398492722688790530,,79,554,0,0.000373,12,0
211907186,,21,724,0,0.000263,12,0
1492672330207797254,,330,703,0,0.000648,12,0
1491901652625883148,,79,980,0,0.000402,12,0
1285976033380962304,,222,1245,0,0.000583,12,0
1491854486901604352,,386,939,0,0.000802,12,0
1521329369796558848,,159,874,0,0.000407,12,0
2976976116,,221,1189,0,0.000512,12,0
1349173865075904513,,134,1541,0,0.000395,12,0
1348716165829423104,,587,1214,0,0.001104,12,0
1091216816,,258,1118,0,0.000616,12,0
1573472503,,917,1264,0,0.001392,12,0
1453349036182753288,,75,1640,0,0.000518,12,0
2972870754,,92,1224,0,0.000415,12,0
1349346310126661635,,450,2276,0,0.001109,12,0
1333502642618851329,,372,2100,0,0.00092,12,0
905153319253004288,MAGA,367,7977,0,0.003207,12,0
4769536303,MAGA,634,4704,0,0.001807,12,0
1492613330074230788,,85,3100,0,0.000337,12,0
1414429021086093313,,305,12354,0,0.001334,12,0
1183397540793729024,,120,1576,4,0.000393,8,4
16049790,,100,510,0,0.000314,9,0
40293637,,366,607,4,0.000524,7,4
95981793,,38,1496,4,0.000305,7,4
15798091,,91,313,0,0.000372,9,0
1109565252193140742,,55,376,0,0.000292,9,0
51837775,,63,455,0,0.000282,9,0
1909453112,,171,615,0,0.000673,9,0
15157283,,156,634,0,0.000501,9,0
459390022,,84,1749,0,0.000425,9,0
89742111,US Skeptics,976,5398,0,0.002196,9,0
3380282686,,133,7371,0,0.000859,9,0
71280219,,2,10467,0,0.000541,9,0
1305909315493130242,,75,473,0,0.00032,9,0
89582510,,63,1632,0,0.00029,9,0
1289910485685501952,,20,1425,0,0.000264,9,0
50800784,,111,382,0,0.000602,9,0
1138950969004134400,,139,475,0,0.000301,9,0
3581784381,,195,1854,0,0.000276,9,0
802716923246964736,,82,1444,0,0.000491,9,0
2791988124,,46,6905,0,0.0004,9,0
454513795,,62,446,0,0.000315,12,0
20878297,,184,966,0,0.000895,9,0
1836415555,,17,1255,0,0.000309,9,0
3018960919,,379,3924,0,0.00069,9,0
97054224,,20,4117,0,0.000303,9,0
1327442450957303809,,542,963,4,0.000802,3,4
1112583419777683458,,57,965,0,0.000523,9,0
1493999881136054274,,317,350,0,0.000735,12,0
1525698192297193472,QueenMAGAUltra,115,421,0,0.000376,12,0
1494513441234636815,,142,1202,0,0.000271,12,0
1531051309671059456,,213,786,0,0.000565,12,0
1318263321745907713,,73,410,0,0.000264,12,0
1548059402761949185,,215,3562,0,0.000448,12,0
23949317,,4,530,0,0.000303,9,0
1316355981023031302,,146,456,0,0.000513,9,0
1264922120,,48,6287,0,0.00041,9,0
1161154266049986560,,139,640,0,0.000276,12,0
1389714377117507585,,146,331,0,0.000373,12,0
1394656148884701185,,210,592,0,0.000318,12,0
1007366903139061761,,217,294,0,0.000482,12,0
1426007779781844992,,434,310,0,0.000797,12,0
1257740747480104961,,124,346,0,0.000324,12,0
1341874131046813699,,96,342,0,0.000294,12,0
1399735690946957314,,114,325,0,0.000435,12,0
1314686691437928456,,149,332,0,0.00037,12,0
1375148944955674626,,162,282,0,0.000459,12,0
3390061349,,291,353,0,0.000605,12,0
1428791655730135043,,158,390,0,0.000399,12,0
1359321307712638980,,97,546,0,0.000371,12,0
1206794218213126144,,108,388,0,0.000396,12,0
822444348977463296,,61,828,0,0.00043,12,0
1437412674292289537,,60,760,0,0.000378,12,0
43753976,,463,761,0,0.000859,12,0
