Id;modularity_class
963792240232488961;4
1473485044018601984;4
942226236;4
1014514281642102785;4
1109451200724914181;4
1266833425064960007;4
2437928781;4
1054657295559225346;4
1223764978445930496;4
1199101727703744512;4
1135661574486515714;4
1170643681923207173;4
61639856;4
1199371533900222465;4
257921847;4
1334608524266135555;4
329588583;4
2256674930;4
1088773404138692608;4
1125841354716696576;4
705291697178148864;4
1538130677392187394;4
36722950;4
1488795500237275141;4
96015193;4
2807305124;4
267622639;4
85043148;4
14559745;4
241909899;4
5360012;4
450481607;4
491541005;4
1189438597734244352;4
22140392;4
1181331485472825344;4
1472279735979974670;4
79749258;4
552985513;4
1288758828;4
1380877867580583946;4
1372673310778130433;4
1520760550862512128;4
164662932;4
1366497198;4
1254495595290603521;4
67937047;4
1420788400471355402;4
1049706021835472897;4
1415969344220057607;4
840475876336783361;4
956779022;4
1242531458369101826;4
1427421135495327744;4
1154212688;4
1151068046;4
1596844262;4
3386240295;4
1329634390335483904;4
609023194;4
1113979353346523141;4
30703145;4
20252263;4
1503193022254792709;4
69053;4
1053024445940535297;4
557490057;4
18954077;4
62306952;4
3984606922;4
938379164050104320;4
14799078;4
76603193;4
1045127893;4
9429962;4
1352294879963955205;4
1295779929120837633;4
3011277641;4
7009202;4
211582387;4
798518975164518400;4
1454683324224507908;4
1432994111892697090;4
785763845058940928;4
1391948159979376642;4
1488967009429774337;4
222082311;4
1502708901472522249;4
852646721062678528;4
101081754;4
1017603618;4
15822295;4
810585618031984640;4
19624836;4
2675639203;4
1445190654439559168;4
1317754202014167041;4
521673915;4
262349771;4
1009486361714462722;4
558545453;4
295487211;4
1283883824225689600;4
291228180;4
994600058879430656;4
1213274423064547329;4
17134670;4
1396568392312791048;4
2553128006;4
22029553;4
85504593;4
296596810;4
1465334022;4
814585603522252800;4
607403145;4
97042010;4
389038271;4
1443986304178475012;4
1464469689816526849;4
1119397611125997568;4
17026589;4
1304144237215256579;4
331803536;4
199160276;4
1377825458;4
307002954;4
1226196958127087618;4
2417232973;4
420351613;4
1242847799517106178;4
1458398072942235652;4
279614869;4
65707389;4
37003954;4
3612977416;4
1519835549456084994;4
432877483;4
14266598;4
893976530514313216;4
1294619804498886657;4
1488117665860313090;4
56379615;4
133718722;4
410938177;4
1067109570231889921;4
1346883629364998144;4
1146872146171518976;4
1034752700620124160;4
1943695962;4
1449222152901865476;4
1080624465975918592;4
49412814;4
1214456673605165056;4
931292645275721728;4
1122357330690154496;4
16025912;4
1169600083349909506;4
1123047281618505729;4
282434445;4
2830048777;4
33728712;4
2930979058;4
112475924;4
949108706;4
3077031958;4
1197975109912449026;4
1136457579754872832;4
289888941;4
15489945;4
1323268917540777984;4
4864402683;4
16017472;4
4857657377;4
1213510392464302081;4
1521901634053320705;4
982294921;4
95695777;4
109557303;4
1544354560864649219;4
218710660;4
27804980;4
3357427702;4
448579850;4
3233106448;4
180505686;4
1351969053045268480;4
112807276;4
247552110;4
1169562583449444353;4
1348670155870461952;4
2438685120;4
1362417770948780032;4
1291729570656333826;4
1534117357903298562;4
185203063;4
49479101;4
1220064262560866306;4
1291004352287694848;4
36414339;4
14132290;4
2800166665;4
1362447067440951302;4
1391140648565321731;4
817376483496886272;4
2498871378;4
757021953517420544;4
786640961724088321;4
1040334402235060224;4
1077987812367060994;4
287460938;4
337629298;4
527323539;4
1226143172209700869;4
1523448131689406464;4
1254999326125780992;4
1927632836;4
418274921;4
16933019;4
2651714172;4
1100155721075867648;4
1427398230602485769;4
1081671504088174592;4
1334461202248949763;4
1365627877442674693;4
16229491;4
95790678;4
736410425403703296;4
75279505;4
1289622860143656964;4
796604419;4
737753101311082496;4
1476017540;4
1479769960230445058;4
48842195;4
1229734039302606849;4
415288614;4
36165350;4
1541809803969929216;4
195419597;4
23521003;4
1176350402066841600;4
2832428385;4
1040676752;4
732268395727491073;4
588153952;4
967722759727009793;4
3684600376;4
2479789014;4
907311051657629697;4
