user_id,original_author,nb_retweeted
1533840589,2898173232,18
1533840589,3227678593,6
1533840589,3403704074,18
1533840589,4228728989,18
1533840589,776708757761818624,18
1533863916,1170057716167008256,6
1533958790,955245895188209664,4
1533979561,2347049341,6
1533980137,2915954031,4
1533980137,707231479047315456,13
1533980137,1339166129110065152,6
1534026631,2956836471,7
1534026631,725292906291023872,4
1534026631,811229675758505984,18
1534026631,834078524277456897,2
1534026631,947866566330331136,4
1534026631,1134059457191776257,6
1534026631,1146329871418843136,21
1534026631,1355166823306702848,6
1534026631,1455903807389458436,2
1534046060,1344356576786866176,4
1534066765,1678051584,6
1534066765,997653191234867201,8
1534066765,1163160565071654913,10
1534093849,886398296146706432,6
1534093849,1090715513586679813,2
1534165290,828254371813093376,30
1534201616,1330461936257957888,6
1534211360,1331611799053955073,4
1534393051,2454313106,9
1534440787,859363899291742210,6
1534475730,3262801500,6
1534475730,1060632416434434049,6
1534483669,1090715513586679813,4
1534542529,855483824351924224,2
1534542529,1043185714437992449,2
1534542529,1187835922118787073,2
1534542529,1355721251180961792,4
1534554972,707231479047315456,4
1534554972,864241030744473600,4
1534554972,1043185714437992449,4
1534554972,1187835922118787073,2
1534554972,1379907367396118529,2
1534609160,781639819600490500,18
1534609160,1355721251180961792,11
1534719073,2280717962,2
1534719073,2926136996,2
1534719073,702660572320391169,8
1534719073,1035682488331497472,4
1534719073,1116360718687690758,8
1534719073,1473402093339922434,12
1534719073,1504859292251295744,4
1534719073,1531320012052393984,19
1534756057,3226282347,9
1534795650,1263339416090578945,2
1534875758,1556327611772665857,6
1534927682,855483824351924224,8
1534927682,1043185714437992449,2
1534928984,707231479047315456,7
1534928984,801203059359678464,15
1535033101,1189728422525915137,4
1535046146,803694179079458816,6
1535046697,707231479047315456,6
1535046697,781639819600490500,8
1535088781,1026576700610621441,6
1535150346,1128723394629971969,27
1535150676,3428537303,4
1535150676,1249363515044847616,22
1535150676,1290320629842022402,6
1535172385,2184934963,85
1535172385,3245069205,2
1535172385,1160263164078022656,4
1535172385,1251015896396468224,2
1535298372,738080573365702657,4
1535387886,1383148966783557652,6
1535396833,755135678422327296,6
1535419598,2926136996,8
1535419598,802716923246964736,4
1535459840,1369704717702619137,6
1535459840,1432295699660644357,6
1535459840,1463177309406511108,9
1535465418,1430835721556926464,2
1535486137,707231479047315456,4
1535524218,2860936606,6
1535525510,1090715513586679813,2
1535538702,1330461936257957888,4
1535644069,948366256154992640,2
1535895577,2904913023,9
1535895577,886398296146706432,6
1535895577,980052164893650944,2
1535933522,1264992884316610562,6
1535964738,860266566352609281,6
1535986333,1556327611772665857,6
1536052244,755135678422327296,15
1536052244,801203059359678464,6
1536052244,1420863242054864898,6
1536085140,1455903807389458436,4
1536090595,751910658267029505,6
1536103471,1181303221161267201,6
1536124981,755135678422327296,2
1536124981,1324336290159071232,4
1536132764,894942929957126146,8
1536132764,1507390449476067338,6
1536135624,745895546590748672,7
1536143712,1430497892314218502,2
1536189295,747949338593198081,6
1536222841,755135678422327296,2
1536222841,1264950281181200388,4
1536223580,1222413026126594048,4
1536223580,1224600356468019200,6
1536293179,707231479047315456,45
1536327564,3245069205,4
1536330835,4001262681,15
1536330835,1295954426679758849,4
1536485100,811229675758505984,7
1536485100,1206557922546913287,4
1536567278,755135678422327296,7
1536567278,1193823126309818368,2
1536567278,1330565616936345601,4
1536600704,2393066191,9
1536683448,1006419421244678144,2
1536683448,1134059457191776257,7
1536722880,707231479047315456,50
1536722880,781639819600490500,12
1536722880,958192618940252160,14
1536722880,1043185714437992449,20
1536722880,1187835922118787073,10
1536722880,1213227521392558080,10
1536752839,4689372030,2
1536757022,751910658267029505,9
1536844603,2925539046,4
1536844748,819919227893284864,4
1536888697,933440778394841088,11
1536888697,1036574230207504385,4
1536917179,1054861524001529856,4
1536943290,3376833253,6
1536943968,881615056437297152,2
1536944052,859363899291742210,6
1536947677,1264992884316610562,10
1536965822,1115010012634464257,2
1536973525,707231479047315456,15
1536973525,872498463648481282,6
1536973525,1028738402492006401,6
1536973525,1108431749820882947,4
1536973525,1187040999878598657,6
1536975865,707231479047315456,19
1536975865,855483824351924224,8
1536975865,1043185714437992449,2
1536975865,1187835922118787073,9
1536992574,757773592947941376,6
1537013378,2325933786,6
1537013378,1197351492413460480,6
1537053908,1264992884316610562,2
1537053908,1430835721556926464,10
1537073654,1264992884316610562,2
1537145839,932112668542099456,2
1537157346,2461810448,4
1537157346,1205226529455632385,4
1537242600,738080573365702657,4
1537305074,1430211561491206147,6
1537307496,1073047860260814848,6
1537307496,1349149096909668363,26
1537318262,2870038385,4
1537326895,816592081200279552,4
1537326895,1485736948945887241,6
1537352035,4091551984,8
1537352035,739844197935644672,2
1537352035,818893114979061761,4
1537352035,879147821915615233,2
1537352035,1084468387491790848,2
1537352035,1137179391807463425,4
1537352035,1221242033530195970,8
1537352035,1270133776748855304,2
1537352035,1323730225067339784,4
1537352035,1520612280643162112,7
1537362146,764523200118161408,12
1537362146,917747546780512256,9
1537389763,707231479047315456,7
1537423441,832004993670643712,11
1537423441,1008256599994093568,9
1537423441,1057902407655526400,15
1537468717,1344669958614130689,4
1537583065,1592437276914556929,6
1537606970,1264992884316610562,10
1537652671,738080573365702657,4
1537818132,1262429342686208000,6
1537818132,1349149096909668363,8
1537881145,707231479047315456,4
1537930110,4861941583,6
1537995715,1124022135335325696,12
1538096215,738080573365702657,4
1538131490,844933821124501505,6
1538195900,1430497892314218502,2
1538195900,1476149306549837831,2
1538210131,917549534749720576,4
1538272928,1134059457191776257,4
1538355912,1216063204545236994,6
1538587867,1124022135335325696,2
1538597977,1541933568770936835,6
1538645448,1257742948696981510,6
1538666448,2450621492,2
1538666448,2723172332,7
1538666448,2985110557,9
1538666448,3072108709,6
1538724668,4001262681,2
1538785182,2976976116,8
1538785182,3380282686,2
1538785182,4769536303,15
1538785182,707231479047315456,30
1538785182,714854344454238208,7
1538785182,755135678422327296,22
1538785182,801203059359678464,7
1538785182,872498463648481282,2
1538785182,982192262665781248,4
1538785182,1063839405977337856,2
1538785182,1090667626441961473,8
1538785182,1193823126309818368,2
1538785182,1245843601390817281,6
1538785182,1366565625401909249,4
1538785182,1491213936057749506,2
1538785182,1504944627522195460,2
1538785182,1516484374673473539,4
1538966762,2512889515,10
1538966762,776869116430917633,19
1539008780,1187091056913014784,4
1539035208,3310505366,4
1539035208,1151767210622255104,4
1539062124,900669223122472960,2
1539148687,707231479047315456,18
1539148687,755135678422327296,8
1539148687,801203059359678464,4
1539148687,855483824351924224,18
