user_id,original_author,nb_retweeted
34082620,123702732,2
34082620,125203487,2
34082620,126110753,6
34082620,126919473,2
34082620,127413240,11
34082620,127787786,7
34082620,128561701,2
34082620,130187881,7
34082620,131791459,24
34082620,132697120,2
34082620,135003409,6
34082620,136174220,2
34082620,138657831,6
34082620,140710896,2
34082620,140823837,7
34082620,141000817,4
34082620,141293227,16
34082620,142002886,2
34082620,142500359,2
34082620,142863795,6
34082620,143311631,2
34082620,143914733,22
34082620,144374576,9
34082620,144668716,6
34082620,145414385,2
34082620,147342493,2
34082620,147714059,9
34082620,148481568,6
34082620,148521778,2
34082620,148776416,2
34082620,152744034,2
34082620,156147230,14
34082620,160566531,2
34082620,161807238,2
34082620,162735733,2
34082620,163291624,2
34082620,163357691,6
34082620,163626482,12
34082620,164927499,8
34082620,166860265,2
34082620,169245808,20
34082620,170310148,6
34082620,173174787,2
34082620,175396809,2
34082620,176292487,17
34082620,176931855,2
34082620,177292163,33
34082620,178814146,7
34082620,178954362,4
34082620,179156918,16
34082620,179235598,2
34082620,179697174,6
34082620,180177827,2
34082620,180586774,4
34082620,181293295,4
34082620,183636303,25
34082620,184820971,2
34082620,184930900,8
34082620,185320965,2
34082620,186312186,6
34082620,187403903,4
34082620,189215089,8
34082620,189627059,8
34082620,189742236,2
34082620,190251322,21
34082620,191643806,6
34082620,192012830,2
34082620,192960178,2
34082620,194208553,6
34082620,195192814,6
34082620,196146764,2
34082620,197499879,2
34082620,198297532,2
34082620,201732018,8
34082620,202353290,2
34082620,202385245,2
34082620,204197860,2
34082620,204997855,9
34082620,211542954,2
34082620,212218744,6
34082620,212992692,2
34082620,214922230,6
34082620,215193844,2
34082620,216465335,2
34082620,216798747,7
34082620,218543217,6
34082620,219820575,2
34082620,222005971,8
34082620,223329955,12
34082620,224297776,12
34082620,224300030,2
34082620,227419712,2
34082620,228464595,4
34082620,229675967,2
34082620,231081523,8
34082620,231891387,6
34082620,235650355,2
34082620,236999275,2
34082620,237593318,6
34082620,241669895,2
34082620,242529282,2
34082620,245727384,2
34082620,246639858,6
34082620,247312318,2
34082620,248442692,8
34082620,249299874,2
34082620,249452591,6
34082620,249769762,2
34082620,254190034,2
34082620,254874585,9
34082620,255636435,8
34082620,257237846,7
34082620,257697771,4
34082620,258499376,6
34082620,261736294,4
34082620,261787442,2
34082620,262371978,2
34082620,265413645,2
34082620,266419427,6
34082620,266603022,10
34082620,268603276,10
34082620,268801278,5
34082620,269369963,6
34082620,270697767,6
34082620,271138893,2
34082620,272150198,2
34082620,272705571,9
34082620,273766945,12
34082620,275113151,2
34082620,276585326,2
34082620,278173681,7
34082620,278252710,2
34082620,279270981,21
34082620,279340238,8
34082620,280181205,2
34082620,280587878,6
34082620,282114786,17
34082620,282220986,6
34082620,282336688,2
34082620,283301194,6
34082620,285917596,8
34082620,286479483,8
34082620,288859177,6
34082620,289541599,10
34082620,291378370,6
34082620,294357335,7
34082620,296052887,6
34082620,296648994,8
34082620,297452634,2
34082620,298316601,2
34082620,303850691,2
34082620,303918175,25
34082620,305138175,2
34082620,312268159,9
34082620,314262006,4
34082620,314839986,2
34082620,317960648,2
34082620,318102984,2
34082620,318611110,4
34082620,318990588,21
34082620,320551073,4
34082620,320629837,6
34082620,321708749,2
34082620,323953109,4
34082620,324425948,2
34082620,325808019,2
34082620,327720735,2
34082620,330477755,2
34082620,330623773,10
34082620,334390100,2
34082620,336360087,6
34082620,339158296,24
34082620,342353205,33
34082620,343510809,8
34082620,344752453,7
34082620,346883044,8
34082620,347179726,2
34082620,347561125,6
34082620,347802302,2
34082620,349109633,10
34082620,349856685,7
34082620,349978326,15
34082620,350338890,10
34082620,351842826,8
34082620,352115609,13
34082620,352431616,7
34082620,352488648,12
34082620,352893274,2
34082620,354468522,15
34082620,357307693,10
34082620,358199949,2
34082620,358884012,7
34082620,359172185,2
34082620,361845329,10
34082620,364298687,2
34082620,367251356,2
34082620,369251276,2
34082620,369729857,7
34082620,369783276,2
34082620,370144569,2
34082620,372410276,4
34082620,372635152,4
34082620,372795695,4
34082620,372977389,2
34082620,373011154,16
34082620,373506829,2
34082620,373601625,2
34082620,373615869,6
34082620,374232949,6
34082620,374626239,2
34082620,377241898,16
34082620,378108452,2
34082620,378642998,12
34082620,380583709,2
34082620,381032499,2
34082620,381950496,7
34082620,388936179,2
34082620,389648599,36
34082620,390559560,4
34082620,390924245,18
34082620,391320667,2
34082620,391598894,6
34082620,393769753,3
34082620,395090553,10
34082620,395434151,4
34082620,398832960,4
34082620,398854258,2
34082620,399946683,6
34082620,401098850,2
34082620,403992815,2
34082620,404323599,2
34082620,404468373,2
34082620,407566718,2
