user_id,original_author,nb_retweeted
2986,963157886,2
9774,956250134786002944,2
13261,246980471,2
43603,1254412448,2
48903,1006419421244678144,2
69053,230014111,2
633973,1006419421244678144,2
651403,232869373,2
659883,254515782,2
685063,1717291,3
685063,732910845378891776,6
704543,14588121,2
726393,486864604,2
784628,1361785376747122691,2
797206,90565865,3
797835,237244779,4
797975,938786421661368320,2
797975,1066521202519416833,2
819284,48904796,2
819284,1184567296045518849,2
851211,2435948240,2
859081,95275969,2
887691,95869752,2
1044241,48942356,3
1169321,19055698,2
1171621,219467185,2
1171621,246980471,2
1171621,401775393,3
1171621,420100653,7
1171621,921637590,2
1171621,1412646787,2
1171621,3352886781,2
1171621,1006419421244678144,3
1235411,19055698,2
1969261,16369805,2
2067661,462519028,3
2105131,1349149096909668363,2
2224271,53435986,3
2224271,172925590,2
2354881,18026912,2
2729061,14855994,2
2798701,34713362,2
2890961,108408529,2
2908591,123504748,2
3049451,2826804048,3
3056201,246980471,2
3058701,89742111,2
3058701,154041734,2
3459051,5360012,3
3459051,7009202,2
3459051,17062028,3
3487661,44513878,2
3533231,2806327012,2
4030991,3459051,3
4073591,878284831,2
4135401,19055698,2
4135401,956250134786002944,8
4335611,16958346,2
4500691,455882215,2
4823511,543799267,2
4937061,34317032,2
5041531,28587768,2
5411042,1092769999,2
5477342,1006419421244678144,3
5489672,1389163964802772997,2
5553622,1006419421244678144,2
5602932,3235113399,2
5602932,1403785571655426049,2
5662292,18989002,4
5695222,1006419421244678144,2
5774252,799617770,2
5774252,1089151295397621760,2
5774252,1374909204931076097,2
5780702,14749520,2
5780702,303955090,2
5794002,89742111,2
5794002,123504748,4
5794002,1095447770104766464,5
5850542,34317032,2
5864792,956250134786002944,2
5928592,84035041,2
5981342,25053299,2
5998492,1081671504088174592,2
6035812,1156673996101865472,3
6097272,21147300,2
6097272,171036400,2
6102652,16973333,2
6102652,36511031,2
6107302,1652541,3
6107302,8963722,2
6107302,15110431,5
6107302,34713362,2
6107302,121597316,2
6107302,2853449164,2
6107302,783719151684685824,3
6131182,1393481737892777984,2
6315402,84035041,2
6451342,2865010623,2
6482562,217071937,2
6603142,1422869367163953154,3
6643502,3459051,2
7005172,37655765,2
7005172,956250134786002944,2
7005172,1266418624790704129,2
7215512,456864723,3
7215512,911952186208342016,2
7318362,84035041,2
7318362,956250134786002944,2
7421502,75742264,3
7424492,16973333,3
7560472,284619290,2
7560472,1453414352594391052,2
7581972,25484126,2
7730802,146215177,2
7744362,96906231,2
7778772,390842981,6
7807292,2882171558,2
7950832,5820182,2
7950832,21147300,2
7950832,84035041,2
7950832,384923143,2
8007502,1078749802765139968,2
8036392,19610051,2
8096412,260478229,2
8187622,159955958,2
8198912,1414786913500807168,2
8593912,75742264,2
8598702,69266402,2
8619542,25474924,2
8619542,49616273,2
8619542,529147678,2
8724862,2315869465,2
8731312,408068123,2
8798002,930174438,2
8876152,25081451,2
8876152,1193633291506724864,2
8932752,211953429,3
9001742,295793915,3
9013682,19055698,2
9013682,27049466,2
9013682,123231225,2
9063952,1006419421244678144,3
9070942,62780688,3
9177322,19055698,2
9429962,3459051,2
9429962,15088481,4
9429962,29687693,2
9429962,2151390708,2
9429962,783719151684685824,2
9429962,1006419421244678144,2
9469592,18209334,2
9533222,19673205,4
9544952,85197805,7
9544952,425424420,3
9544952,1876350554,2
9544952,1268262690851401729,2
9546212,14855994,3
9568772,2826804048,3
9627102,19307731,2
9651842,34354772,2
9654302,32887168,7
9673082,232869373,2
9794712,25053299,2
9843732,255340030,2
9884292,22737278,2
9898272,34317032,3
10104902,3420085095,2
10104902,1237612672373248000,3
10113082,95869752,2
10177032,169948018,2
10284332,2184934963,2
10292482,32913997,5
10294982,32671625,2
10294982,456865788,3
10294982,904408999,2
10451672,293131808,2
10469882,1006419421244678144,4
10614902,1006419421244678144,2
10695762,232869373,2
10847962,65260792,3
10878852,1419586694,2
10902262,276713213,2
10908772,23361712,2
10957732,1172499302016585728,3
10964512,3300734112,3
11109062,2361860238,2
11180882,3459051,2
11252962,84035041,2
11289152,18045594,2
11325152,35692915,2
11347122,38349184,3
11402552,25081451,2
11402552,380956211,3
11402552,780455585221316608,2
11402552,956250134786002944,5
11551482,1018425398869282817,3
11607202,246980471,2
11719342,2184934963,11
11771512,334385278,2
11782232,2474749586,9
12122342,1098122714127179776,2
12135892,49223858,2
12253512,1193633291506724864,2
12289162,14855994,2
12321512,4409551881,2
12336782,95869752,2
12377472,1359581713198960647,2
12594872,205193523,2
12594872,3375869445,2
12640342,1203072347948892160,2
12653442,36665547,3
12780182,16438248,2
12794362,1652541,2
12794772,75742264,2
12886922,974832709,2
12886962,442486808,2
13065342,116871537,3
13065342,793661894,3
13065342,786565830771249152,2
13065342,1109585840559144961,4
13112862,16958346,2
13133302,1006419421244678144,2
13160702,14852707,2
13495832,1468622868032466946,2
13608142,1249401217706385415,3
13612992,16400289,2
13725202,1006419421244678144,2
13766492,917421961,2
13777772,22140392,2
13812292,1364316988529606665,2
13918492,1911186420,2
13927952,276713213,3
13953912,18549724,2
13989852,36185296,2
14049972,242555999,2
14057737,25165002,2
14079113,34888595,3
14089839,1270133776748855304,4
14110325,19711765,2
14112937,1290220144040513541,2
14116906,14159148,5
14116906,16958346,2
14116906,24290265,2
14116906,26195766,2
14116906,27860681,2
14116906,38146999,2
14116906,68352710,2
14116906,69267180,2
14116906,456865788,2
14116906,1266038659,2
14116906,2409488466,2
14116906,2527011770,2
14116906,908820789511774215,3
14116906,1043069201534119937,4
14128535,358545917,2
14131141,3459051,3
14132290,84035041,2
14132290,260478229,2
14132290,526871737,2
14132290,2433046586,2
14132290,3077031958,3
14132290,1370404690194731016,2
14135956,20582958,5
14138680,46190055,2
14144549,51241574,3
14144621,2733475981,2
14149608,50778320,3
14150186,1352292443652124674,2
14151704,43909945,2
14155246,47331384,2
14159148,14361155,3
14159148,811229675758505984,2
14167388,22737278,4
14167388,290180065,2
14167388,1006419421244678144,2
14168032,34317032,2
