user_id,original_author,nb_retweeted
767,34093167,2
13261,34317032,2
13602,818278134,2
287713,38217974,2
618353,181949222,2
657433,380956211,2
755113,2365887990,2
756373,2365887990,2
787321,448048839,2
797975,1019974187975430144,2
819284,14106829,3
859081,95275969,2
909901,800285348261556224,2
1120611,16254500,2
1171621,34317032,2
1171621,401775393,4
1171621,420100653,6
1297531,247851217,2
1367531,1336852817886253057,4
1417921,16988038,6
1417921,125217296,5
1488031,95869752,2
1716121,38217974,2
1731811,4914384040,2
1774231,1039998957433368581,3
1825671,1257878321901137920,2
2067661,462519028,2
2197351,276713213,2
2276201,629133,3
2622551,3240296269,2
2833551,420100653,2
2931551,34317032,4
3058701,112684779,2
3058701,2784228956,2
3459051,7009202,2
3459051,44170913,2
3459051,214502417,2
4077671,106284796,2
4135401,956250134786002944,2
4218881,34317032,2
4529151,1351954028163452929,2
4755321,495650403,2
5242711,1400139779480731651,2
5468322,2365887990,2
5546982,19287037,2
5560742,22737278,2
5618162,755991,2
5652692,1114965979895877633,2
5652692,1370404690194731016,2
5652692,1418028257748869124,3
5774252,373183795,2
5774252,1892683062,2
5774252,1089151295397621760,2
5774252,1326889278664658951,2
5780202,1412646787,3
5820162,1081945529112821762,2
5850542,34317032,2
5864792,27049579,3
5907272,817905062,2
5981342,25053299,3
5998492,216056059,2
6004542,123504748,3
6097272,44170913,2
6097272,171036400,2
6097272,1006419421244678144,2
6103232,526871737,2
6107302,8963722,2
6107302,14603515,2
6107302,15110431,2
6107302,23922797,5
6107302,27404490,2
6107302,34713362,2
6107302,162118290,2
6107302,783719151684685824,3
6111542,3290730162,2
6158872,718035808310194176,4
6266142,2184934963,2
6266142,1040334402235060224,2
6369312,4553061,2
6603142,1422869367163953154,2
6628702,4970411,2
7005172,956250134786002944,2
7005172,1087723402226487297,2
7005172,1208072844032258048,2
7005172,1214456673605165056,2
7005172,1471574049205723140,4
7009202,44170913,10
7301112,41657673,2
7401212,95092020,2
7401212,2474749586,2
7419552,14855994,3
7477752,36924726,2
7506382,611278121,2
7560472,741968305955606528,2
7807292,823759210919952386,3
7891552,3980516359,2
7892372,339206731,2
7950832,44170913,15
7950832,94079202,2
8039552,2365887990,2
8039552,1352292443652124674,3
8096412,36736134,2
8198912,1414786913500807168,2
8224502,913391127381889024,2
8415732,2365887990,2
8442372,1435461,2
8442372,34317032,3
8447362,1189043576,2
8490022,2770288777,2
8526952,1080539438508400642,4
8556262,2434121118,2
8593912,14603515,2
8619542,44170913,13
8619542,94079202,2
8619542,373183795,2
8619542,449600949,2
8619542,1892683062,4
8619542,785375839965683712,2
8715542,326184086,2
8715542,583212987,2
8715542,1143288666,2
8787112,2315698776,2
8815302,1420009668559228930,2
8876152,18510860,2
8876152,25081451,2
8926182,1301847712783048705,3
8932752,344395626,4
9013682,2400631,2
9013682,14632294,2
9063952,1006419421244678144,3
9063952,1471574049205723140,2
9378802,103838317,2
9429962,3459051,2
9429962,384923143,2
9469592,18209334,5
9486582,768529873807618048,2
9544952,85197805,4
9544952,1876350554,3
9544952,3042498014,4
9654302,46726590,2
9735832,95869752,2
9745602,970207298,2
9794712,25053299,2
9884292,22737278,2
9933702,1412646787,2
10040232,16336224,3
10040232,2788464770,3
10112392,41661002,2
10165452,939720581347409920,2
10278562,2563372862,2
10292482,32913997,4
10294982,32671625,4
10294982,384923143,2
10294982,456865788,2
10294982,2826804048,2
10388412,123504748,3
10463722,25927015,2
10469882,1006419421244678144,2
10720882,1006419421244678144,2
10781252,1379921448,2
10884142,942654482,3
10964512,976191291699556352,2
11325152,22740880,2
11347122,38349184,2
11402552,2238117590,2
11566612,6044272,2
11586612,3290512035,2
11633032,34317032,2
11719342,2184934963,3
11803762,14145739,3
11803762,79949872,2
11861272,25960714,2
11864172,250972325,2
12300432,1061009601355829255,2
12301832,2365887990,2
12377732,18795726,2
12552772,95869752,2
12594612,81478236,2
12669632,38678233,2
12716032,1435461,2
12794362,1652541,2
12816972,51944675,2
12979902,4553061,2
13065342,1109585840559144961,3
13086572,70736359,2
13112692,17012707,2
13112862,16958346,2
13121172,1239027841,2
13492362,240180498,2
13596582,956250134786002944,5
13606362,1379921448,2
13654822,123504748,2
13682982,1314018436666671104,3
13759832,1238949674989416449,2
13914392,125767077,2
13915612,21658595,2
13989852,278136071,2
